title,add1,city,add2,email,pobox,phone1,contact,fax,description,isPaid,webpage,lat,lng,subCatId
"Continental Diesel Service",Naxal,Kathmandu,Nepal,,,9841221613,,,,Y,,27.7159129,85.327837,128
"Country Motor Workshop",Maharajgunj,Kathmandu,Nepal,county@wlink.com.np,"8975 EPC 4025","4375363, 4370890",,4375364,,N,,27.7364789,85.3304212,128
"Dakshinkali Motor Workshop",Kuleshwor,Kathmandu,Nepal,,,4285526,9851079171,,,N,,27.6899521,85.2955242,128
"Delta Auto Engineering Service Center",Bagdole,Kathmandu,Nepal,,,5554660,,,,N,,27.6665524,85.3014241,128
"Deurali Auto Care",Koteshwor,Kathmandu,Nepal,,,4484461,,,,N,,27.6755549,85.3459238,128
"Dhital Auto Station",Kupondole,Kathmandu,Nepal,,"2087, Ltp",5523276,,4482675,,N,,27.6862181,85.3149142,128
"Dipti Motor Workshop & Servicing Centre",Balkhu,Kathmandu,Nepal,,,4274043,,,,N,,27.6862726,85.2948778,128
"Durga Engineering & Auto Works (P) Ltd.",Gyaneshwor,Kathmandu,Nepal,,"4444, Ktm","4413183, 4417183",,4415050,,N,,27.7102351,85.3330053,128
"Gandaki Auto Works","Uttam Chowk",Pokhara,Nepal,,,522472,,,,N,,NULL,NULL,128
"Ganesh Automobiles Oil Co","Saw Mill Road",Hetauda,Nepal,,,520297,,,,N,,NULL,NULL,128
"Ganesh Motor Workshop",Buddhanagar,Kathmandu,Nepal,,,4780646,,,,N,,27.6867401,85.3304212,128
"Gautam Motorcycle Works",Tripureshwor,Kathmandu,Nepal,,,4251078,,,,N,,27.6949964,85.3149142,128
"General Auto Workshop","New Baneshwor",Kathmandu,Nepal,,"21480, Ktm","4463052, 9851090261",,4353787,,N,,27.6915196,85.3420486,128
"Gopal Auto Workshop","Old Baneshwor",Kathmandu,Nepal,,,"4496906, 9851063445",,,,N,,27.7024708,85.3414027,128
"Himalaya Service Station",Dharan,Dharan,Nepal,,,025-520253,,,,N,,26.7916703,87.2907533,128
"Himali Auto Engineering","Maina Nagar",Bhairahawa,Nepal,,,"541416, 541409",,,,N,,NULL,NULL,128
"Hirachan Vehicle Pvt. Ltd.",Gwarko,Kathmandu,Nepal,,,4352120,,4351584,,N,,27.6663423,85.3330053,128
"Indrayani Motor Garage",Kaldhara,Kathmandu,Nepal,,,"4351462, 2080450",,,,N,,27.7159251,85.3065127,128
"Industrial Service Repairing Centre",Sanepa,Lalitpur,Nepal,,,"5527771, 5525777",,,,N,,27.6844496,85.3058664,128
"International Auto Works & Servicing Center",Sanepa,Kathmandu,Nepal,,,5520755,,,,N,,27.6844496,85.3058664,128
"J. B. Auto",Balaju,Kathmandu,Nepal,,,"4365884, 4356622",,,,N,,27.7309123,85.2955242,128
"Jagadamba Mechanical Workshop",Lagankhel,Lalitpur,Nepal,,,5526280,,,,N,,27.6659949,85.3226683,128
"Jai Durga Motor Workshop",Kalimati,Kathmandu,Nepal,,,4271847,,,,N,,27.6999738,85.2890594,128
"Jay Nepal Auto",Balaju,Kathmandu,Nepal,,,4350303,,,,N,,27.7309123,85.2955242,128
"Jaya Bishowkarma Auto Work",Anamnagar,Kathmandu,Nepal,,,4224061,,,,N,,27.6976913,85.3297752,128
"Kaizen Auto Care Pvt. Ltd.",Koteshwor,Kathmandu,Nepal,kaizen@wlink.com.np,,"4601641, 4602541",,4602541,,N,,27.6755549,85.3459238,128
"Kalika Automobiles",Hetauda,Hetauda,Nepal,,,057-520588,,,,N,,27.4257188,85.0300759,128
"Kanchan Auto Engineering Works","Maina Nagar",Bhairahawa,Nepal,,,"071-544412, 560262",,,,N,,NULL,NULL,128
"Kantipur Auto Engineering Workshop",Tinkune,Kathmandu,Nepal,,,"4487980, 4493492",,,,N,,27.6911228,85.2956562,128
"Kantipur Diesel",Swoyambhu,Kathmandu,Nepal,,,4274023,,,,N,,27.7192103,85.2955242,128
"Karcher Servicing Center",Tinkune,Kathmandu,Nepal,,"1765, Ktm",4483009,,4781438,,N,,27.6911228,85.2956562,128
"Kathmandu Heavy Equipment Services",Kalanki,Kathmandu,Nepal,,,4286192,,,,N,,27.6931052,85.2806539,128
"Kedia Auto Service Station",Chapkaiya,Biratnagar,Nepal,,,021-522036,,,,N,,NULL,NULL,128
"Kiran Workshop",Sobhabhagawati,Kathmandu,Nepal,,,4256955,,,,N,,NULL,NULL,128
"Koshi Anchal Motor Yatayat Garage",Dharan,Dharan,Nepal,,,520025,,,,N,,26.7916703,87.2907533,128
"Koshi Auto Mechanical & Engineering Works",Biratnagar,Biratnagar,Nepal,,,521786,,,,N,,26.5031454,87.298817,128
"Koshi Motor Workshop","Bus Stand",Biratnagar,Nepal,,,021-522487,,,,N,,26.66554,87.3820346,128
"Krishna Auto Workshop","Thulo Bharyang",Kathmandu,Nepal,,,4281361,,,,N,,27.7197387,85.286876,128
"Krishna Motor Cycle Servicing & Repairing Workshop",Lalitpur,Kathmandu,Nepal,,,"537901, 5542882",,,,N,,27.6820254,85.2727929,128
"Kumari Auto Center",Gwarko,Lalitpur,Nepal,,,"5542666, 5542777, 5542888",,5524985,,N,,27.6663423,85.3330053,128
"Laxmi Workshop",Swayambhu,Kathmandu,Nepal,,,4279198,,,,N,,27.7192103,85.2955242,128
"M.S. Auto Recondition Center",Dhapasi,Kathmandu,Nepal,county@wlink.com.np,"8975 EPC 4025","4353295, 4385531, 985108995",,4375364,,N,,27.7496863,85.3317133,128
"Maa Dakshinkali Automobile","Ram Mandir Chowk",Hetauda,Nepal,,,057-521977,,,,N,,NULL,NULL,128
"Mahabir Trade Concern",Kalanki,Kathmandu,Nepal,mtcakd@wlink.com.np,,4302698,,,,N,,27.6931052,85.2806539,128
"Malika Engineering & Mechanical Works Pvt. Ltd.",Dhangadhi,Kailali,Nepal,,,091-522224,,,,N,,28.685244,80.621591,128
"Manakamana Auto Electric & Auto Electronics Repairing Center",Kalimati,Kathmandu,Nepal,,,4286172,,,,N,,27.6999738,85.2890594,128
"Mandela Overseas Super Trading (P) Ltd.",Kalanki,Kathmandu,Nepal,,"8656, Ktm","4274931, 4272124",,4272125,,N,,27.6931052,85.2806539,128
"Marshyangdi Auto Mobile Servicing Centre",Paknajol,Kathmandu,Nepal,,,4382505,,,,N,,27.715492,85.308899,128
"Maruti Automobiles",Kuleshwor,Kathmandu,Nepal,,,4279520,,,,N,,27.6899521,85.2955242,128
"Mechanical Engineering Service Centre",Sitapaila,Kathmandu,Nepal,,,4273201,,,,N,,27.7170009,85.2735406,128
"Metro Car Wash Pvt. Ltd.","Babar Mahal",Kathmandu,Nepal,,,4241043,,,,N,,27.6934832,85.3242836,128
"Mubarak Motor Work Shop",Kamaladi,Kathmandu,Nepal,,,4252227,,,,N,,27.709047,85.3194375,128
"National Automative Works",Nepalgunj,Nepalgunj,Nepal,,,520081,,,,N,,28.102989,81.666943,128
"Pumori Apartments & Vehicle Rental",Jawalakhel,Kathmandu,Nepal,pumoriservices@hotmail.com,,"9851095830, 9851003363",,,,N,,27.6744259,85.3123293,116
"Aquarium Centre",Lagankhel,Lalitpur,Nepal,,,5548528,,,,N,,27.6659949,85.3226683,117
"Fish Collection Center",Bhimsenthan,Kathmandu,Nepal,fcc_dilratna@hotmail.com,,4277735,,,,N,,27.7024998,85.3042399,117
"Fundulus Aquarium",Maharajgunj,Kathmandu,Nepal,,,4427217,,,,N,,27.7364789,85.3304212,117
"Govinda Sagar Aquarium",Chikanmugal,Kathmandu,Nepal,,,4254850,,,,N,,27.7021614,85.3050585,117
"Hobby Aquarium",Majipat,Kathmandu,Nepal,,,4262124,,,,N,,NULL,NULL,117
"Jewel Aquarium",Bhimsensthan,Kathmandu,Nepal,,,"4257209, 9841244020",,,,N,,27.7025261,85.3043516,117
"Kathmandu Aquarium & Plants Centre",Lainchour,Kathmandu,Nepal,kathmanduaquarium_lainchour@yahoo.com,"9198, Ktm",4418452,,,,N,,27.7213288,85.3149142,117
"Nepal Aquarium Centre",Battisputali,Kathmandu,Nepal,,,"4494407, 4492718",,,,N,,27.7054834,85.3439863,117
"R. R. Aquarium Centre",Maharajgunj,Kathmandu,Nepal,,,2080014,,,,N,,27.7364789,85.3304212,117
"R. R. Aquarium House",Battisputali,Kathmandu,Nepal,,,4494809,,,,N,,27.7054834,85.3439863,117
"Arjun Art Gallery",Mangalbazar,Lalitpur,Nepal,,,5532708,,,,N,,27.6723295,85.3254344,118
"Art Gallery",Lazimpat,Kathmandu,Nepal,,,"4427562, 4429329",,,,N,,27.7215031,85.3200837,118
"Art Link Gallery",Thamel,Kathmandu,Nepal,,,9851027884,,,,N,,27.7153902,85.3123293,118
"Bajra Art Emporium",Boudhanath,Kathmandu,Nepal,gyanibajra@yahoo.com,"1925, Ktm","4263819, 4230775",,5551045,,N,,27.7212981,85.3575479,118
"Bamboo Art Gallery",Maharajgunj,Kathmandu,Nepal,,,4412507,,,,N,,27.7364789,85.3304212,118
"Bara Art",Lagankhel,Lalitpur,Nepal,,,"5525892, 5536178",,,,N,,27.6659949,85.3226683,118
"Bhav Art Gallery","Nag Pokhari",Kathmandu,Nepal,bhavartg@hotmail.com,,"4412649, 2080034",,,,N,,27.7156174,85.324376,118
"Collection Art Gallery","Patan Durbar Square",Kathmandu,Nepal,anzlez@hotmail.com,,5529698,,,,N,,27.678881,85.3178937,118
"Contemporary Art Palace","Patan Durbar Square",Lalitpur,Nepal,,"2920, Ktm",5521740,,,,N,,27.678881,85.3178937,118
"Creative Art Gallery",Thamel,Kathmandu,Nepal,info@creativeartgallery.com.np,"5741 PCN 044",4226090,,,,N,www.creativeartgallery.com.np,27.7153902,85.3123293,118
"Dongol Atelier",Sanepa,Kathmandu,Nepal,saritadongol@hotmail.com,,"5552636 Ext. 81, 4331193",,4248403,,N,www.canvasnepal.com,27.6844496,85.3058664,118
"Everest Framing & Fine Arts Gallery",Tripureshwor,Kathmandu,Nepal,everestframing@gmail.com,,4117045,,,,N,www.everestframing.com,27.6949964,85.3149142,118
"Fine Art Gallery","Airport Road",Pokhara,Nepal,,,523289,,,,N,,28.1998109,83.9785143,118
"Gajendra Art Gallery",Naxal,Kathmandu,Nepal,gstroke2002@hotmail.com,"19035, Ktm",4426017,,4442539,,N,,27.7159129,85.327837,118
"Gallery Nine",Lazimpat,Kathmandu,Nepal,,,4428694,,,,N,,27.7215031,85.3200837,118
"Indigo Art Gallery",Naxal,Kathmandu,Nepal,indigo@wlink.com.np,"2247, Ktm",4413580,,4411724,,N,www.asianart.com/indigo,27.7159129,85.327837,118
"J. Art Gallery Nepal (P.) Ltd.","Tridevi Marg",Kathmandu,Nepal,,,4419952,,,,N,,27.7139393,85.3139819,118
"Kantipur Art Gallery",Boudha,Kathmandu,Nepal,bbbsuresh@hotmail.com,"23310, Ktm","4271849, 2072260",,,,N,,27.7218976,85.3732227,118
"Kathmandu Art Gallery",Thamel,Kathmandu,Nepal,k_thmanduartgallery@hotmail.com,,"4700598, 5539680, 9841252742",,,,N,,27.7153902,85.3123293,118
"Kiran's Atelier",Tahachal,Kathmandu,Nepal,,"4564, Ktm","4271491, 4279009",,4419005,,N,,27.7036969,85.2909989,118
"Lakhan Arts","Ram Bazar",Pokhara,Nepal,,,531951,,,,N,,28.2008732,83.9962491,118
"Le Louvre",Lazimpat,Kathmandu,Nepal,info@gallerylelouvre.com,,"4439747, 9851071792",,,,N,www.gallerylelouvre.com,27.7215031,85.3200837,118
"Le Louvre",Pokhara,Pokhara,Nepal,,,521722,,,,N,,28.2,83.981667,118
"Light & Shade Art Gallery",Thamel,Kathmandu,Nepal,lifghshade18@yahoo.com,,4245297,,,,N,,27.7153902,85.3123293,118
"Lotus Gallery",Thamel,Kathmandu,Nepal,lotusgallery2001@yahoo.com,,4253646,,,,N,,27.7153902,85.3123293,118
"LP Lama Thanka Art Gallery",Thamel,Kathmandu,Nepal,,,4426610,,,,N,,27.7153902,85.3123293,118
"National Birendra Art Gallery (Nepal Association of Fine Art)",Naxal,Kathmandu,Nepal,nafa@wlink.com.np,,"4421206, 4411729",,4414665,,N,,27.7159129,85.327837,118
"Nepal Traditional Art Gallery",Thamel,Kathmandu,Nepal,hengul6@hotmail.com,,4439939,,4358382,,N,,27.7153902,85.3123293,118
"New Shakya Art",Pulchowk,Kathmandu,Nepal,shakyaart@wlink.com.np,"1092, Ktm","4278063, 5520691",,,,N,,27.6782363,85.3168528,118
"Patan Art Gallery","Patan Durbar Square",Lalitpur,Nepal,patanart@yahoo.com,,5527104,,,,N,,27.678881,85.3178937,118
"Pathibhara Art Gallery","Babar Mahal",Kathmandu,Nepal,,"12056, Ktm",4256004,,,,N,,27.6934832,85.3242836,118
"Pooja Contemporary Art Gallery",Thamel,Kathmandu,Nepal,poojaart@hotmail.com,"9810, Ktm",4700657,,,,N,,27.7153902,85.3123293,118
"Rengey Art Gallery Pvt. Ltd.",Thamel,Kathmandu,Nepal,kmlgurung5@hotmail.com,,"2190770, 9840050336",,,,N,,27.7153902,85.3123293,118
"Ritual Art Gallery",Durbarmarg,Kathmandu,Nepal,,"873, Ktm",4226409,,4223410,,N,,27.7064565,85.3164261,118
"Sashi's Studio",Balaju,Kathmandu,Nepal,samjhana_rb@hotmail.com,"3235, Ktm","4350836, 4470688",,,,N,,27.7309123,85.2955242,118
"Sewaro Art Gallery",Kumaripati,Kathmandu,Nepal,shyamhang@hotmail.com,"8975 EPC 1479","5553406, 5541067, 9841546533",,5529453,,N,,27.6699427,85.3204068,118
"Sirjana Contemporary Art Gallery",Kamaladi,Kathmandu,Nepal,sirjana@infoclub.com.np,,"4222637, 4247889",,,,N,,27.709047,85.3194375,118
"Sundhara Art Traders",Sundhara,Lalitpur,Nepal,,,5524810,9851034237,5003793,,N,,27.669182,85.3304212,119
"Aakar Creation",Kalimati,Kathmandu,Nepal,akarcreation@yahoo.com,,"4270478, 4302322",,,,N,,27.6999738,85.2890594,120
"Aasha Art & Rubber Nylon Stamp",Tripureshwor,Kathmandu,Nepal,,,4263151,,,,N,,27.6949964,85.3149142,120
"Admission Kathmandu Pvt. Ltd.",Bagbazar,Kathmandu,Nepal,admktm@wlink.com.np,"12201, Ktm","4420898, 4247231",,,,N,,27.7046582,85.3194375,120
"Adwel Art",Bagbazar,Kathmandu,Nepal,adwel@wlink.com.np,,4240130,,4240130,,N,,27.7046582,85.3194375,120
"Art Centre",Bagbazar,Kathmandu,Nepal,,,4240978,,,,N,,27.7046582,85.3194375,120
"Art Sagar",Gongabu,Kathmandu,Nepal,,,4353443,,,,N,,27.7493381,85.321376,120
"Asha Art n' Screen Print",Jyatha,Kathmandu,Nepal,,,4250866,,,,N,,27.7117549,85.3129755,120
"B. L. Art","Patan Gate",Kathmandu,Nepal,,,5548155,,,,N,,27.6781974,85.3211888,120
"Baijanath Art",Kupondole,Lalitpur,Nepal,,,5549236,,,,N,,27.6862181,85.3149142,120
"Baneshwor Art","New Baneshwor",Kathmandu,Nepal,,,4460040,,,,N,,27.6915196,85.3420486,120
"Bangalamukhi Art Centre",Mangalbazar,Lalitpur,Nepal,,,9851054368,,,,N,,27.6723295,85.3254344,120
"Bhattarai Arts","Old Baneshwor",Kathmandu,Nepal,,,2100268,,,,N,,27.7024708,85.3414027,120
"Bibhu Art & Glow","Old Baneshwor",Kathmandu,Nepal,,"11371, Ktm",4475065,,,,N,,27.7024708,85.3414027,120
"Bishwa Art","Sangam Chowk",Hetauda,Nepal,,,521880,,,,N,,NULL,NULL,120
"Caves Creations",Baluwatar,Kathmandu,Nepal,,"6820, Ktm",4415742,,,,N,,27.7254865,85.3297752,120
"Chaudhary Arts",Naxal,Kathmandu,Nepal,,,"4428333, 4410978",,,,N,,27.7159129,85.327837,120
"Chetana Art",Maharajgunj,Kathmandu,Nepal,,,4720155,,,,N,,27.7364789,85.3304212,120
"Chitralekha Fine Art",Dillibazar,Kathmandu,Nepal,,,4429517,,,,N,,NULL,NULL,120
"Chromo Graphic Printers Pvt. Ltd.",Bagbazar,Kathmandu,Nepal,chromogarts231@hotmail.com,"12201, Ktm","4247231, 4265399, 2003488",,4265193,,N,,27.7046582,85.3194375,120
"Creative Art & Advertisement",Nagpokhari,Kathmandu,Nepal,creativead@hotmail.com,"21149, Ktm",4427729,,4421179,,N,,27.7156174,85.324376,120
"Creative Design Art & Screen Print",Kalikasthan,Kathmandu,Nepal,,,4267876,,,,N,,27.7034129,85.3258988,120
"Creative Printers & Art",Bagbazar,Kathmandu,Nepal,,"11629, Ktm",2002659,,,,N,,27.7046582,85.3194375,120
"Cultural Art",Thecho,Kathmandu,Nepal,,,5571043,,,,N,,27.6186152,85.318713,120
"Digi-Prints Pvt. Ltd.",Babarmahal,Kathmandu,Nepal,digiprint@ntc.net.np,"14427, Ktm","4243483, 4244947",,4218074,,N,,27.6920682,85.324449,120
"Dilip Painter",Tripureshwor,Kathmandu,Nepal,nirajankaystha@yahoo.com,,4284793,,,,N,,27.6949964,85.3149142,120
"Durga Art",Pulchowk,Kathmandu,Nepal,,,5527428,,,,N,,27.6782363,85.3168528,120
"Everest Signage Manufacturing Co. Pvt. Ltd.",Kupondole,Kathmandu,Nepal,neon@ntc.net.np,"6703, Ktm","5524046, 5537836",,5534092,,N,,27.6862181,85.3149142,120
"Fine Arts",Thamel,Kathmandu,Nepal,,"8975 EPC 1474","4442610, 4251928",,,,N,,27.7153902,85.3123293,120
"Ganesh Arts",Thamel,Kathmandu,Nepal,pra_shrestha75@yahoo.com,,9841210889,9801021088,,,N,,27.7153902,85.3123293,120
"Gaurishankar Art & Publicity",Kamalpokhari,Kathmandu,Nepal,,,4417867,,,,N,,27.7110759,85.3243996,120
"Gems Art",Chabahil,Kathmandu,Nepal,,,4359831,,,,N,,27.7166069,85.3485072,120
"Gyan Art & Computer Home System",Kirtipur,Kathmandu,Nepal,aegyanu@wlink.com.np,"8613, Ktm","4331087, 4331500, 9851023413",,4331550,,N,,27.6630019,85.2774207,120
"Hari Arts","New Baneshwor",Kathmandu,Nepal,,,4469416,,,,N,,27.6915196,85.3420486,120
"Himal Arts",Tripureshwor,Kathmandu,Nepal,,,4262094,,,,N,,27.6949964,85.3149142,120
"Himalaya Arts & Screen Print",Gyaneshwor,Kathmandu,Nepal,,,"4422115, 4410125",,,,N,,27.7102351,85.3330053,120
"Hritika Arts & Electronics",Dholahiti,Kathmandu,Nepal,,,"5570842, 5572540",,,,N,,27.6402341,85.3181452,120
"Maa Laxmi International","Uttam Chowk",Pokhara,Nepal,maalaxmi2067@gmail.com,,"061-532173, 532178",9856020040,,,N,,28.237987,83.9955879,127
"Instyle Prints",Bagbazar,Kathmandu,Nepal,,"4683, Ktm",4248189,,,,N,,27.7046582,85.3194375,120
"Jasaraj Art",Kaldhara,Kathmandu,Nepal,,,2091364,,,,N,,27.7159251,85.3065127,120
"Kala Sagar",Maitidevi,Kathmandu,Nepal,,"20567, Ktm",4440826,,,,N,,27.7051799,85.3349433,120
"Kalachakra Arts","Durbar Marg",Kathmandu,Nepal,,,4247205,,,,N,,27.7064565,85.3164261,120
"Karan Art",Nayabazar,Kathmandu,Nepal,,,4358651,,,,N,,27.7191814,85.3096178,120
"Kasthamandap Art",Kupondole,Kathmandu,Nepal,pra@kasthama.wlink.com.np,"10641, Ktm",5522376,,5522633,,N,,27.6862181,85.3149142,120
"Kathmandu Glow Painting & Printing",Putalisadak,Kathmandu,Nepal,kathmanduglow@hotmail.com,,4250518,,,,N,,27.7029275,85.3223452,120
"Kiran Arts",Basundhara,Kathmandu,Nepal,,,4363104,,,,N,,NULL,NULL,120
"Koselee Art & Design",Bagbazar,Kathmandu,Nepal,,,4228320,,,,N,,27.7046582,85.3194375,120
"Lalit Art Workshop",Mahaboudha,Kathmandu,Nepal,,,5525051,,,,N,,27.7059032,85.3129755,120
Lalitkala,Bagbazar,Kathmandu,Nepal,lalitkala@wlink.com.np,,"4227024, 4246382",,4246382,,N,,27.7046582,85.3194375,120
"Man Art",Samakhushi,Kathmandu,Nepal,,,4281407,,,,N,,27.7191118,85.312542,120
"Manakamana Art",Thamel,Kathmandu,Nepal,,,4268779,,,,N,,27.7153902,85.3123293,120
"Manera Art",Jorpati,Kathmandu,Nepal,,"7906, Ktm",4912430,,,,N,,27.7278388,85.3782068,120
"Metallic Studio",Thaina,Kathmandu,Nepal,chakra99@hotmail.com,,"5531357, 5531759",,,,N,,27.6697617,85.3258988,120
"Miglit Sign",Bagbazar,Kathmandu,Nepal,migma@enet.com.np,"8975 EPC 5588","4246752, 9851043401",,,,N,,27.7046582,85.3194375,120
"Namuna Arts",Kalanki,Kathmandu,Nepal,,,"4288302, 4283900",,,,N,,27.6931052,85.2806539,120
"Narayan Arts",Chyabahal,Kathmandu,Nepal,,,"5530544, 5520885",,,,N,,27.7166069,85.3485072,120
"Nawakiran Art",Anamnagar,Kathmandu,Nepal,,,4243452,,,,N,,27.6976913,85.3297752,120
"Neo- Lisa","Madhyapur Thimi",Kathmandu,Nepal,,"5586, Ktm","6631644, 6635740",,,,N,,27.6742355,85.3413583,120
"New Creative Eyes","Prithvi Chowk",Pokhara,Nepal,santosh@itgnepal.com,,"525044, 9856025802",,,,N,,28.1926705,84.018973,120
"New Everest Art","Bag Bazar",Kathmandu,Nepal,,,4247229,,,,N,,27.7046582,85.3194375,120
"New Friendship Art & Screen Print",Thecho,Kathmandu,Nepal,,,5572275,,,,N,,27.6186152,85.318713,120
"New Krishna Art Advertising",Tripureshwor,Kathmandu,Nepal,,,4262092,,,,N,,27.6949964,85.3149142,120
"New Valley Arts",Bagbazar,Kathmandu,Nepal,,,"4245931, 4242053",,,,N,,27.7046582,85.3194375,120
"Nikhil Arts",Mitrapark,Kathmandu,Nepal,,,4481665,,,,N,,27.7132707,85.345442,120
"Nirayoo Artist & Designer",Pulchowk,Kathmandu,Nepal,adnirayoo@wlink.com.np,"8975 EPC 1246","5553524, 5520991, 9851027450",,5535142,,N,,27.6782363,85.3168528,120
"Om Art",Bhaktapur,Kathmandu,Nepal,,,6612409,,,,N,,27.6861986,85.3612147,120
"Om Artisan",Bagbazar,Kathmandu,Nepal,,"6556, Ktm",4243336,,,,N,,27.7046582,85.3194375,120
"Om Arts Pvt. Ltd.","Old Baneshwor",Kathmandu,Nepal,omarts@yahoo.com,,2102254,,4440584,,N,,27.7024708,85.3414027,120
"Om Pathibhara Art",Samakhushi,Kathmandu,Nepal,,,2080638,,,,N,,27.7191118,85.312542,120
"Parbat Arts",Tripureshwor,Kathmandu,Nepal,,,4231751,,,,N,,27.6949964,85.3149142,120
"Phyaphulla Arts","Buddha Park",Kathmandu,Nepal,,,4283766,,,,N,,NULL,NULL,120
"Poonam Art",Tripureshwor,Kathmandu,Nepal,,,4261824,,,,N,,27.6949964,85.3149142,120
"Prashant Traders",Bagbazar,Kathmandu,Nepal,boudhanathprinters@hotmail.com,"121, Ktm","4253460, 4481678",,,,N,,27.7046582,85.3194375,120
"Pratap Arts",Pulchowk,Kathmandu,Nepal,,,2110060,,,,N,,27.6782363,85.3168528,120
"Pratiksha Art",Bagbazar,Kathmandu,Nepal,,"6329, Ktm",4245936,,4245865,,N,,27.7046582,85.3194375,120
"Puna Art Industries","Mahendra Pool",Pokhara,Nepal,,,"061-526860, 520687",,,,N,,NULL,NULL,120
"Pushpa Art & Screen Printers",Kirtipur,Kathmandu,Nepal,,,4333220,,,,N,,27.6630019,85.2774207,120
"Quick Art",Jyatha,Kathmandu,Nepal,,,4248445,,,,N,,27.7117549,85.3129755,120
"Quick Stamp House",Putalisadak,Kathmandu,Nepal,,,4223572,,,,N,,27.7029275,85.3223452,120
"R. Art",Teku,Kathmandu,Nepal,,,4260177,,,,N,,27.6953569,85.3039274,120
"Raj Art",Gaushala,Kathmandu,Nepal,,,4468347,,,,N,,27.7084959,85.3465697,120
"Raj Art",Tinkune,Kathmandu,Nepal,,,"2051889, 9841345055",,,,N,,27.6911228,85.2956562,120
"Rajan Art",Balaju,Kathmandu,Nepal,,,2090237,,,,N,,27.7309123,85.2955242,120
"Rajan Arts",Dharmapath,Kathmandu,Nepal,,,4247061,,,,N,,27.7027142,85.3088947,120
"Rajnish Art",Kupondole,Kathmandu,Nepal,,,5520450,,,,N,,27.6862181,85.3149142,120
"Raju Painter",Kupondole,Kathmandu,Nepal,,,5536195,,,,N,,27.6862181,85.3149142,120
"Ravi Art",Maitidevi,Kathmandu,Nepal,raviart_mp@hotmail.com,,"4425889, 4441814",,,,N,,27.7051799,85.3349433,120
"Rosy Art",Lagankhel,Kathmandu,Nepal,,,5536502,,,,N,,27.6659949,85.3226683,120
"Sabita Screen Arts",Jyatha,Kathmandu,Nepal,pakharin@hotmail.com,,4253359,,,,N,,27.7117549,85.3129755,120
"Sagar Art",Bagbazar,Kathmandu,Nepal,,"6244, Ktm",4241473,,,,N,,27.7046582,85.3194375,120
"Saiba Art",Pulchowk,Kathmandu,Nepal,,,5550858,,,,N,,27.6782363,85.3168528,120
"Shakya Concern",Tahachal,Kathmandu,Nepal,,,"4278063, 5520691",,,,N,,27.7036969,85.2909989,120
"Shubhakamana Art & Screen Print",Maharajgunj,Kathmandu,Nepal,,,4378877,,,,N,,27.7364789,85.3304212,120
"Sky Art Glow",Sorhakhutte,Kathmandu,Nepal,,,4359447,,,,N,,27.7185834,85.3094211,120
"Star Art",Paknajol,Kathmandu,Nepal,,,2012044,,,,N,,27.715492,85.308899,120
"Star Art",Suryabinayak,Bhaktapur,Nepal,,,6616756,,,,N,,27.6656154,85.4238725,120
"Subash Art",Bagbazar,Kathmandu,Nepal,,,"4227398, 9841325994",,,,N,,27.7046582,85.3194375,120
"Suraj Art",Thamel,Kathmandu,Nepal,,,4268705,,,,N,,27.7153902,85.3123293,120
"Surya Art",Pulchowk,Kathmandu,Nepal,,,5538939,,,,N,,27.6782363,85.3168528,120
"Tags (The Art Glow Sign)",Thamel,Kathmandu,Nepal,,,4700306,,,,N,,27.7153902,85.3123293,120
"Tamu Arts & Stationery",Bhotebahal,Kathmandu,Nepal,,,4266271,,,,N,,27.6970726,85.3107179,120
"Tara Arts",Pulchowk,Kathmandu,Nepal,,,5550096,,,,N,,27.6782363,85.3168528,120
"The Art & Design",Pipalboat,Kathmandu,Nepal,,,4412535,,,,N,,27.7505975,85.3072398,120
"Tulsi Art",Sainbu,Kathmandu,Nepal,,,"5532963, 5542619",,,,N,,27.6493323,85.3058664,120
"Tulsi Art & Screen Print",Jagati,Kathmandu,Nepal,,,2132071,,,,N,,27.6698218,85.4376199,120
"Variety Paints Store","Pulchowk, Lalitpur",Kathmandu,Nepal,reliable@ntc.net.np,,5525225,,5523798,,N,,27.6782363,85.3168528,120
"Vicky Art",Bagbazar,Kathmandu,Nepal,,,2004085,,,,N,,27.7046582,85.3194375,120
"Western Art",Kamaladi,Kathmandu,Nepal,,,4245272,,,,N,,27.709047,85.3194375,120
"Yuba Art",Bagbazar,Kathmandu,Nepal,,,"2004085, 4218967",,,,N,,27.7046582,85.3194375,120
"Airlines Operators Association of Nepal","Tej Bhawan, Lazimpat",Kathmandu,Nepal,,,16227662,,4001014,,N,,NULL,NULL,121
"All Nepal Auditors Association",Naxal,Kathmandu,Nepal,rcdrkhanal@gmail.com,"10990, Ktm",4432507,,4430014,,N,,27.7159129,85.327837,121
"All Nepal Bhikkhu Association","Vishwa Shanti Vihara",Kathmandu,Nepal,,,4482984,,,,N,,NULL,NULL,121
"Araniko Yatayat Sewa Samiti","Old Buspark",Kathmandu,Nepal,,,4226497,,,,N,,NULL,NULL,121
"Arniko Transport Service Committee",Charikot,Charikot,Nepal,,,049-420168,,,,N,,27.6666061,86.0488325,121
"Arniko Transport Service Committee",Jiri,Charikot,Nepal,,,049-429149,,,,N,,27.6235242,86.085505,121
